MSSubClass,LotArea,Condition1,BldgType,HouseStyle,OverallQual,OverallCond,TotalBsmtSF,CentralAir,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,TotRmsAbvGrd,Fireplaces,GarageCars,GarageArea,MoSold,SaleCondition,SalePrice
20,10007,Norm,1Fam,1Story,5,7,1053,Y,1053,0,1053,1,0,1,1,3,5,0,1,312,8,Normal,145500
70,7200,Norm,1Fam,2Story,7,6,776,Y,851,651,1502,0,0,1,1,3,6,1,1,270,2,Normal,149000
50,17503,Artery,1Fam,1.5Fin,6,5,912,Y,912,546,1458,0,1,1,0,3,6,1,1,330,1,Abnorml,97500
20,9937,Norm,1Fam,1Story,5,7,1486,Y,1486,0,1486,1,0,1,0,3,7,0,2,480,3,Normal,167000
60,12384,Norm,1Fam,2Story,7,7,793,Y,1142,793,1935,0,0,2,1,3,7,1,2,550,11,Normal,197900
60,46589,Norm,1Fam,2Story,8,7,1629,Y,1686,762,2448,1,0,2,1,4,8,1,3,711,7,Normal,402000
20,13560,Norm,1Fam,1Story,6,3,1392,Y,1392,0,1392,1,0,1,0,2,5,2,2,576,7,Normal,110000
85,10012,Norm,1Fam,SFoyer,4,5,1138,Y,1181,0,1181,1,0,2,0,3,6,0,2,588,4,Normal,137500
20,20896,RRAn,1Fam,1Story,8,5,2077,Y,2097,0,2097,1,0,1,1,1,8,1,3,1134,1,Partial,423000
60,11194,Norm,1Fam,2Story,8,5,1406,Y,1454,482,1936,0,0,2,1,3,7,1,2,504,11,Normal,230500
60,18450,Norm,1Fam,2Story,6,5,1021,Y,1465,915,2380,0,0,2,1,3,7,1,2,596,8,Abnorml,129000
20,8125,Norm,1Fam,1Story,6,5,1408,Y,1679,0,1679,1,0,2,0,3,7,1,2,575,10,Normal,193500
20,14175,Norm,1Fam,1Story,5,6,1188,Y,1437,0,1437,1,0,1,1,3,6,1,2,576,11,Normal,168000
30,11600,Norm,1Fam,1Story,4,5,700,Y,1180,0,1180,0,0,1,0,2,5,1,1,252,7,Normal,137500
60,8633,Norm,1Fam,2Story,6,5,738,Y,738,738,1476,1,0,2,1,3,7,0,2,540,2,Normal,173500
70,6629,Artery,1Fam,2Story,6,6,672,N,697,672,1369,1,0,2,0,3,6,0,1,300,7,Normal,103600
20,11250,Norm,1Fam,1Story,6,6,1208,Y,1208,0,1208,1,0,1,1,3,6,1,2,546,6,Normal,165000
20,14442,Norm,1Fam,1Story,6,7,1477,Y,1839,0,1839,1,0,2,0,3,7,2,2,416,6,Normal,257500
20,9200,Norm,1Fam,1Story,6,6,1136,Y,1136,0,1136,1,0,1,0,3,5,1,1,384,7,Normal,140000
160,2289,Norm,Twnhs,2Story,6,6,855,Y,855,586,1441,0,0,2,1,3,7,1,2,440,4,Normal,148500
70,9600,Norm,1Fam,2Story,4,2,1095,N,1095,679,1774,1,0,2,0,4,8,0,3,779,5,Normal,87000
30,9022,Norm,1Fam,1Story,5,8,768,Y,792,0,792,0,0,1,0,2,5,0,1,240,5,Normal,109500
20,11844,Norm,1Fam,1Story,8,5,2046,Y,2046,0,2046,0,0,2,1,3,7,1,3,834,7,Partial,372500
20,9945,Norm,1Fam,1Story,5,5,988,Y,988,0,988,1,0,1,0,3,5,0,2,572,10,Normal,128500
120,8012,Norm,TwnhsE,1Story,6,5,923,Y,923,0,923,0,0,2,0,2,5,1,1,264,5,Normal,143000
50,4500,Norm,1Fam,1.5Fin,5,5,793,Y,848,672,1520,0,0,1,0,3,6,0,1,281,7,Abnorml,159434
120,2887,Norm,1Fam,1Story,6,5,1291,Y,1291,0,1291,1,0,1,0,2,6,1,2,431,11,Normal,173000
20,11248,Norm,1Fam,1Story,9,5,1626,Y,1668,0,1668,1,0,2,0,3,7,1,3,702,7,Normal,285000
60,16770,Norm,1Fam,2Story,7,5,1195,Y,1195,644,1839,0,0,2,1,4,7,0,2,486,6,Normal,221000
160,5062,Norm,TwnhsE,2Story,7,5,1190,Y,1190,900,2090,1,0,2,0,3,6,1,2,577,9,Normal,207500
60,10207,Norm,1Fam,2Story,7,6,874,Y,874,887,1761,0,0,3,0,3,7,0,2,578,8,Partial,227875
160,5105,Norm,TwnhsE,2Story,7,5,551,Y,551,551,1102,0,0,2,1,2,4,0,2,480,3,Normal,148800
20,8089,Norm,1Fam,1Story,8,6,1419,Y,1419,0,1419,1,0,2,0,2,7,1,2,567,10,Partial,392000
120,7577,Norm,TwnhsE,1Story,6,5,1362,Y,1362,0,1362,0,0,2,0,2,6,1,2,460,6,Normal,194700
120,4426,Norm,TwnhsE,1Story,6,5,848,Y,848,0,848,1,0,1,0,1,3,1,2,420,5,Normal,141000
60,21535,Norm,1Fam,2Story,10,6,2444,Y,2444,1872,4316,0,1,3,1,4,10,2,3,832,1,Normal,755000
60,26178,Norm,1Fam,2Story,7,5,1210,Y,1238,1281,2519,1,0,2,1,4,9,2,2,628,4,Normal,335000
30,5400,Norm,1Fam,1Story,5,6,1073,Y,1073,0,1073,0,0,1,0,2,4,0,1,326,12,Abnorml,108480
50,6120,Norm,1Fam,1.5Fin,5,6,927,Y,1067,472,1539,0,0,1,1,3,5,0,2,576,4,Normal,141500
20,13811,Norm,1Fam,1Story,6,6,1112,Y,1137,0,1137,1,0,2,0,2,5,1,2,551,7,Normal,176000
30,6000,Norm,1Fam,1Story,5,7,616,Y,616,0,616,0,0,1,0,2,4,0,1,205,6,Normal,89000
20,6420,Norm,1Fam,1Story,5,7,980,Y,1148,0,1148,0,1,1,0,2,6,0,1,308,9,Normal,123500
20,8450,RRAe,1Fam,1Story,5,8,894,Y,894,0,894,1,0,1,0,3,5,1,1,336,4,Normal,138500
120,4282,Norm,TwnhsE,1Story,7,5,1391,Y,1391,0,1391,0,0,2,0,2,5,0,2,530,7,Normal,196000
20,14331,Norm,1Fam,1Story,8,5,1800,Y,1800,0,1800,1,0,2,0,3,7,1,3,765,5,Normal,312500
20,9600,Norm,1Fam,1Story,7,5,1164,Y,1164,0,1164,0,0,1,1,3,6,0,2,528,7,Normal,140000
60,12438,Norm,1Fam,2Story,8,5,1234,Y,1264,1312,2576,0,0,2,1,4,10,1,3,666,7,Partial,361919
190,7630,Feedr,2fmCon,2Story,5,9,360,Y,1032,780,1812,0,0,2,0,4,8,1,2,672,5,Normal,140000
20,8400,Norm,1Fam,1Story,7,5,1473,Y,1484,0,1484,1,0,2,0,3,7,0,2,606,5,Normal,213000
190,5600,Norm,2fmCon,2Story,4,5,0,N,372,720,1092,0,0,2,0,3,7,0,0,0,7,Normal,55000
20,115149,Norm,1Fam,1Story,7,5,1643,Y,1824,0,1824,1,0,2,0,2,5,2,2,739,6,Normal,302000
120,6240,Norm,TwnhsE,1Story,8,5,1324,Y,1324,0,1324,1,0,2,0,2,6,1,2,550,12,Normal,254000
60,9018,Norm,1Fam,2Story,7,5,728,Y,728,728,1456,0,0,2,1,3,8,1,2,400,7,Partial,179540
20,7162,Norm,1Fam,1Story,5,7,876,Y,904,0,904,0,0,1,0,3,6,0,1,408,12,Abnorml,109900
30,4130,Norm,1Fam,1Story,3,6,270,Y,729,0,729,0,0,1,0,2,5,0,0,0,7,Normal,52000
50,8712,Norm,1Fam,1.5Fin,4,7,859,Y,859,319,1178,0,0,1,0,2,7,0,1,384,1,Abnorml,102776
120,4671,Norm,TwnhsE,1Story,8,5,1228,Y,1228,0,1228,1,0,2,0,2,5,1,2,472,10,Normal,189000
190,9873,RRAn,2fmCon,1Story,4,5,960,N,960,0,960,1,0,1,0,3,6,0,2,576,5,Normal,129000
60,13517,RRAe,1Fam,2Story,6,8,725,Y,725,754,1479,0,0,2,1,3,6,0,2,475,3,Normal,130500
20,10140,Norm,1Fam,1Story,6,5,1064,Y,1350,0,1350,0,0,2,0,3,7,1,2,478,8,Normal,165000
70,10800,Norm,1Fam,2Story,7,8,718,Y,1576,978,2554,0,0,1,1,3,8,0,2,704,7,Normal,159500
20,10000,Norm,1Fam,1Story,5,6,1176,Y,1178,0,1178,0,1,1,1,3,5,1,2,439,11,Normal,157000
60,10542,Norm,1Fam,2Story,7,5,1311,Y,1325,1093,2418,1,0,2,1,3,9,1,3,983,8,Normal,341000
20,9920,Norm,1Fam,1Story,5,6,971,Y,971,0,971,0,0,1,1,3,5,1,1,300,5,Normal,128500
120,6563,Norm,1Fam,1Story,8,5,1742,Y,1742,0,1742,1,0,2,0,2,5,1,2,564,12,Normal,275000
120,4426,Norm,TwnhsE,1Story,6,5,848,Y,848,0,848,1,0,1,0,1,3,0,2,420,5,Normal,143000
20,8120,Norm,1Fam,1Story,4,7,864,Y,864,0,864,0,0,1,0,3,5,0,2,463,7,Normal,124500
50,8172,Norm,1Fam,1.5Fin,4,6,941,Y,997,473,1470,0,0,2,0,4,7,0,1,548,5,Normal,135000
20,13286,Norm,1Fam,1Story,9,5,1698,Y,1698,0,1698,1,0,2,0,3,8,1,3,768,2,Normal,320000
20,6960,Norm,1Fam,1Story,4,6,864,Y,864,0,864,0,0,1,0,3,5,0,2,660,11,Normal,120500
20,21695,Norm,1Fam,1Story,6,9,880,Y,1680,0,1680,1,0,2,0,3,5,1,2,540,12,Normal,222000
20,7314,Norm,1Fam,1Story,7,5,1232,Y,1232,0,1232,1,0,2,0,2,6,0,2,632,2,Normal,194500
90,11475,Norm,Duplex,1Story,5,5,1584,Y,1776,0,1776,1,0,2,0,4,9,0,3,888,7,Abnorml,110000
30,6240,Norm,1Fam,1.5Fin,4,5,780,Y,848,0,1208,0,0,1,0,2,5,0,2,539,1,Normal,103000
120,5389,Norm,TwnhsE,1Story,8,5,1595,Y,1616,0,1616,1,0,2,0,2,5,1,2,608,3,Normal,236500
80,9590,Norm,1Fam,SLvl,7,5,868,Y,1146,0,1146,1,0,2,0,3,6,1,2,438,5,Normal,187500
60,11404,Norm,1Fam,2Story,7,5,1153,Y,1153,878,2031,0,0,2,1,3,8,1,2,541,7,Normal,222500
20,10000,Feedr,1Fam,1Story,5,6,864,Y,1144,0,1144,1,0,1,0,3,6,1,1,264,3,Normal,131400
20,8978,Norm,1Fam,1Story,5,5,948,Y,948,0,948,0,0,1,0,3,6,0,1,300,5,Family,108000
75,10800,Norm,1Fam,2.5Unf,7,7,880,N,880,888,1768,0,0,1,1,2,6,2,2,320,10,Normal,163000
90,8544,Norm,Duplex,1Story,3,4,0,N,1040,0,1040,0,0,2,0,2,6,0,2,400,7,Normal,93500
60,10463,Norm,1Fam,2Story,8,5,893,Y,901,900,1801,0,0,2,1,3,8,1,3,800,6,Normal,239900
90,10800,Norm,Duplex,1Story,5,5,1200,Y,1200,0,1200,3,0,3,0,3,5,0,0,0,3,Alloca,179000
60,9313,Norm,1Fam,2Story,7,5,864,Y,864,864,1728,0,0,2,1,3,7,0,2,572,4,Normal,190000
70,9600,Norm,1Fam,2Story,5,7,264,Y,768,664,1432,0,0,2,0,2,7,0,2,360,5,Abnorml,132000
20,6768,Feedr,1Fam,1Story,6,8,912,Y,912,0,912,1,1,1,0,3,5,0,1,288,5,Normal,142000
20,8450,Norm,1Fam,1Story,7,5,1349,Y,1349,0,1349,0,0,2,0,3,6,0,2,539,12,Normal,179000
80,12886,Norm,1Fam,SLvl,5,6,520,Y,1464,0,1464,0,1,2,0,3,6,1,2,480,10,Normal,175000
120,5395,Norm,TwnhsE,1Story,8,5,1337,Y,1337,0,1337,1,0,2,0,2,5,1,2,462,10,Normal,180000
60,8963,Norm,1Fam,2Story,8,9,1142,Y,1175,1540,2715,0,1,3,1,4,11,2,2,831,7,Normal,299800
60,8795,Norm,1Fam,2Story,7,5,952,Y,980,1276,2256,0,0,2,1,4,8,1,2,554,4,Normal,236000
70,11700,Norm,1Fam,2Story,7,7,1240,N,1320,1320,2640,0,0,1,1,4,8,1,4,864,5,Normal,265979
20,10593,Norm,1Fam,1Story,7,5,1720,Y,1720,0,1720,1,0,2,0,3,7,1,2,527,3,Normal,260400
50,8405,Norm,1Fam,1.5Fin,4,3,0,N,1088,441,1529,0,0,2,0,4,9,0,1,240,4,Normal,98000
50,8800,Norm,1Fam,1.5Fin,4,7,576,Y,792,348,1140,0,0,1,0,3,7,0,0,0,6,Normal,96500
60,7750,RRAn,1Fam,2Story,7,5,660,Y,660,660,1320,0,0,2,1,3,6,0,2,400,8,Normal,162000
20,9236,Norm,1Fam,1Story,6,5,1479,Y,1494,0,1494,1,0,2,0,3,6,0,2,576,7,Normal,217000
60,10240,Norm,1Fam,2Story,8,5,1030,Y,1038,1060,2098,0,0,2,1,3,8,1,3,878,3,Normal,275500
20,7930,Norm,1Fam,1Story,6,8,1026,Y,1026,0,1026,1,0,1,0,3,5,0,2,440,7,Normal,156000
160,3230,Norm,TwnhsE,2Story,6,5,729,Y,742,729,1471,0,0,2,1,3,6,0,2,440,3,Normal,172500
60,10769,Norm,1Fam,2Story,8,5,866,Y,866,902,1768,0,0,2,1,3,7,0,2,578,4,Normal,212000
60,11616,Norm,1Fam,2Story,6,5,672,Y,672,714,1386,0,0,2,1,3,6,1,2,440,4,Abnorml,158900
160,2280,Norm,Twnhs,2Story,7,5,744,Y,757,744,1501,0,0,2,1,3,6,0,2,440,8,Normal,179400
60,12257,Norm,1Fam,2Story,8,5,1318,Y,1328,1203,2531,0,0,2,1,4,9,1,3,752,11,Normal,290000
20,9100,Norm,1Fam,1Story,6,6,864,Y,864,0,864,0,0,1,0,2,5,0,1,300,10,Normal,127500
30,6911,Feedr,1Fam,1Story,5,5,1145,Y,1301,0,1301,0,0,1,0,2,5,0,2,440,10,Normal,100000
60,8640,Norm,1Fam,2Story,7,5,756,Y,764,783,1547,0,0,2,1,3,7,0,2,614,6,Normal,215200
60,9430,Norm,1Fam,2Story,8,5,1252,Y,1268,1097,2365,1,0,2,1,3,8,1,3,856,7,Normal,337000
120,9549,Norm,TwnhsE,1Story,8,5,1494,Y,1494,0,1494,1,0,1,1,2,6,1,2,481,4,Normal,270000
20,14587,Norm,1Fam,1Story,9,5,1498,Y,1506,0,1506,0,0,2,0,2,6,1,2,592,8,Partial,264132
60,10421,Norm,1Fam,2Story,7,5,980,Y,980,734,1714,0,0,2,1,3,7,1,2,496,3,Normal,196500
50,12508,Norm,1Fam,1.5Fin,6,7,983,Y,983,767,1750,1,0,2,0,4,7,0,1,423,7,Normal,160000
20,9100,Norm,1Fam,1Story,7,5,1860,Y,1836,0,1836,0,0,2,0,3,8,1,2,484,10,Normal,216837
60,53504,Norm,1Fam,2Story,8,5,1650,Y,1690,1589,3279,1,0,3,1,4,12,1,3,841,6,Normal,538000
85,7252,Norm,1Fam,SFoyer,5,5,858,Y,858,0,858,1,0,1,0,2,5,0,2,576,4,Normal,134900
20,8877,Norm,1Fam,1Story,4,5,836,Y,1220,0,1220,0,0,1,0,2,6,0,2,396,4,Normal,102000
80,7819,Norm,1Fam,SLvl,6,5,1029,Y,1117,0,1117,1,0,1,0,3,6,1,2,672,3,Abnorml,107000
20,10150,Feedr,1Fam,1Story,5,5,912,Y,912,0,912,0,0,1,0,2,5,0,1,275,7,Normal,114500
20,14226,Norm,1Fam,1Story,8,5,1935,Y,1973,0,1973,0,0,2,0,3,9,1,3,895,7,Partial,395000
120,4500,Norm,TwnhsE,1Story,6,5,1204,Y,1204,0,1204,1,0,2,0,2,5,0,2,412,6,Normal,162000
20,11210,Norm,1Fam,1Story,7,5,1614,Y,1614,0,1614,0,0,2,0,3,7,0,3,865,7,Partial,221500
20,13350,Norm,1Fam,1Story,5,5,864,Y,894,0,894,1,0,1,0,3,5,1,2,440,6,Normal,142500
90,8400,Feedr,Duplex,1Story,5,5,0,Y,2020,0,2020,0,0,2,0,4,10,2,2,630,10,Normal,144000
90,10530,Norm,Duplex,SFoyer,6,5,975,Y,1004,0,1004,1,0,1,0,2,4,0,2,504,5,Normal,135000
20,7875,Norm,1Fam,1Story,7,5,1237,Y,1253,0,1253,0,0,2,0,3,6,1,2,402,6,Normal,176000
60,7153,Norm,1Fam,2Story,6,5,761,Y,810,793,1603,0,0,2,1,3,7,0,2,484,7,Normal,175900
20,16285,Norm,1Fam,1Story,7,5,1413,Y,1430,0,1430,0,0,2,0,3,6,0,2,605,6,Normal,187100
85,9101,Norm,1Fam,SFoyer,5,6,1097,Y,1110,0,1110,1,0,1,0,1,4,1,2,602,7,Normal,165500
75,6300,Norm,1Fam,2.5Unf,6,6,742,Y,742,742,1484,0,0,2,0,3,9,1,0,0,6,Normal,128000
20,9790,Feedr,1Fam,1Story,6,5,1372,Y,1342,0,1342,0,0,2,0,3,7,1,2,457,9,Normal,161500
50,10800,Artery,1Fam,1.5Fin,5,6,686,Y,966,686,1652,1,0,2,0,4,7,0,1,416,6,Normal,139000
60,10142,Norm,1Fam,2Story,7,5,956,Y,956,1128,2084,1,0,2,1,4,8,0,2,618,1,Normal,233000
20,6000,Norm,1Fam,1Story,4,7,901,Y,901,0,901,0,0,1,0,2,4,0,1,281,8,Normal,107900
60,12205,Norm,1Fam,2Story,6,8,832,Y,976,1111,2087,0,0,2,1,5,9,0,2,444,7,Normal,187500
120,3182,Norm,TwnhsE,1Story,7,5,1145,Y,1145,0,1145,0,0,2,0,2,5,1,2,397,9,Normal,160200
80,11333,Norm,1Fam,SLvl,6,5,1029,Y,1062,0,1062,1,0,1,0,3,5,2,2,539,5,Normal,146800
60,9920,Norm,1Fam,2Story,7,5,1117,Y,1127,886,2013,1,0,2,1,3,8,1,2,455,6,Normal,269790
20,9158,Norm,1Fam,1Story,8,5,1496,Y,1496,0,1496,0,0,2,0,3,7,0,2,474,6,Partial,225000
60,10832,Norm,1Fam,2Story,7,5,712,Y,1086,809,1895,0,0,2,1,3,7,1,2,409,10,Normal,194500
60,8400,Norm,1Fam,2Story,6,6,650,Y,888,676,1564,0,0,2,1,3,7,1,2,476,4,Normal,171000
20,8197,Norm,1Fam,1Story,6,5,660,Y,1285,0,1285,0,0,1,1,3,7,1,2,528,4,Normal,143500
20,7677,Norm,1Fam,1Story,5,5,773,Y,773,0,773,0,0,1,0,2,4,0,1,240,4,Abnorml,110000
60,13518,Norm,1Fam,2Story,9,5,1926,Y,1966,1174,3140,0,0,3,1,4,11,2,3,820,7,Partial,485000
50,7200,Feedr,1Fam,1.5Fin,5,7,731,Y,981,787,1768,1,0,1,1,3,7,2,1,240,6,Normal,175000
60,12798,Feedr,1Fam,2Story,6,5,616,Y,616,1072,1688,1,0,2,1,4,8,0,2,603,5,Normal,200000
30,4800,Norm,1Fam,1Story,4,7,1196,Y,1196,0,1196,1,0,1,0,2,5,0,2,440,7,Normal,109900
60,8199,Norm,1Fam,2Story,7,5,728,Y,728,728,1456,1,0,2,1,3,7,1,2,410,10,Normal,189000
60,13891,Norm,1Fam,2Story,9,5,1734,Y,1734,1088,2822,0,0,3,1,4,12,1,3,1020,1,Partial,582933
20,9000,Norm,1Fam,1Story,5,5,936,Y,1128,0,1128,0,0,1,0,2,5,0,1,286,6,Family,118000
20,12274,Norm,1Fam,1Story,7,5,1417,Y,1428,0,1428,0,0,2,0,3,6,0,2,554,7,Partial,227680
80,9750,Norm,1Fam,SLvl,5,5,980,Y,980,0,980,0,0,2,0,3,6,0,1,384,10,Normal,135500
70,21384,Norm,1Fam,2Story,5,6,1324,Y,1072,504,1576,2,0,1,1,3,6,1,2,528,5,Normal,223500
80,13400,Norm,1Fam,SLvl,5,5,1024,Y,1086,0,1086,1,0,1,0,3,6,1,2,484,6,Normal,159950
75,8100,Norm,1Fam,2.5Unf,5,5,849,N,1075,1063,2138,0,0,2,0,2,11,0,2,360,11,Normal,106000
20,10140,Norm,1Fam,1Story,6,6,1040,Y,1309,0,1309,1,0,1,1,3,5,1,2,484,1,Normal,181000
120,4438,Norm,TwnhsE,1Story,6,5,848,Y,848,0,848,1,0,1,0,1,4,1,2,420,6,Normal,144500
20,8712,Norm,1Fam,1Story,5,5,540,N,1044,0,1044,0,0,1,0,2,4,0,2,504,6,Alloca,55993
20,9750,Norm,1Fam,1Story,6,6,1442,Y,1442,0,1442,0,0,1,1,4,7,0,1,301,4,Normal,157900
50,8248,Norm,1Fam,1.5Fin,5,7,686,Y,686,564,1250,0,1,1,1,3,7,0,1,280,7,Normal,116000
20,12137,Norm,1Fam,1Story,7,5,1649,Y,1661,0,1661,0,0,2,0,3,6,0,2,598,5,Normal,224900
20,11425,Norm,1Fam,1Story,5,6,1008,Y,1008,0,1008,0,0,1,0,2,4,1,1,275,7,Normal,137000
20,13265,Norm,1Fam,1Story,8,5,1568,Y,1689,0,1689,1,0,2,0,3,7,2,3,857,7,Normal,271000
80,8816,Norm,1Fam,SLvl,6,7,1010,Y,1052,0,1052,1,0,1,0,3,6,0,2,440,6,Normal,155000
120,6371,Norm,TwnhsE,1Story,7,5,1358,Y,1358,0,1358,1,0,2,0,2,6,1,2,484,6,Partial,224000
60,7226,Norm,1Fam,2Story,7,5,798,Y,798,842,1640,0,0,2,1,3,6,0,2,595,6,Normal,183000
20,6000,Norm,2fmCon,1Story,4,4,936,N,936,0,936,0,0,1,0,2,4,0,2,576,2,Normal,93000
60,12394,Norm,1Fam,2Story,7,5,847,Y,847,886,1733,0,0,2,1,3,7,1,2,433,10,Family,225000
50,9900,Norm,1Fam,1.5Fin,6,7,778,Y,944,545,1489,0,0,2,0,3,7,1,1,240,7,Normal,139500
20,11216,Norm,1Fam,1Story,8,5,1489,Y,1489,0,1489,0,0,2,0,3,7,1,2,776,6,Partial,232600
20,14803,PosN,1Fam,1Story,10,5,2078,Y,2084,0,2084,1,0,2,0,2,7,1,3,1220,6,Partial,385000
45,6130,Norm,1Fam,1.5Unf,5,6,784,Y,784,0,784,1,0,1,0,2,5,0,0,0,5,Normal,109500
20,8529,Norm,1Fam,1Story,7,5,1454,Y,1434,0,1434,0,0,2,0,3,6,1,2,527,4,Normal,189000
60,28698,Norm,1Fam,2Story,5,5,1013,Y,1160,966,2126,0,1,2,1,3,7,0,2,538,6,Abnorml,185000
160,2544,Norm,Twnhs,2Story,7,5,600,Y,520,623,1223,0,0,2,1,2,4,0,2,480,7,Normal,147400
20,11900,Norm,1Fam,1Story,6,5,1392,Y,1392,0,1392,1,0,1,1,3,6,2,2,458,6,Normal,166000
160,3180,Norm,TwnhsE,2Story,7,5,600,Y,520,600,1200,0,0,2,1,2,4,0,2,480,6,Normal,151000
60,9548,Norm,1Fam,2Story,7,6,941,Y,941,888,1829,1,0,2,1,3,7,1,2,613,1,Normal,237000
20,10004,Norm,1Fam,1Story,6,6,1516,Y,1516,0,1516,0,0,1,1,3,6,0,2,472,2,Normal,167000
20,7875,Norm,1Fam,1Story,5,6,1144,Y,1144,0,1144,1,0,1,0,3,6,0,2,456,9,Normal,139950
20,9600,Norm,1Fam,1Story,4,7,1067,Y,1067,0,1067,0,0,2,0,2,4,0,2,436,2,Normal,128000
30,8100,Norm,1Fam,1Story,5,6,1559,Y,1559,0,1559,1,0,1,0,2,5,0,2,812,6,Normal,153500
160,1680,Norm,Twnhs,2Story,6,5,483,Y,483,504,987,1,0,1,1,2,5,0,1,264,11,Normal,100000
20,9525,Norm,1Fam,1Story,5,6,1099,Y,1099,0,1099,0,0,1,1,3,6,0,1,352,6,Normal,144000
50,11767,Norm,1Fam,1.5Fin,5,6,768,Y,768,432,1200,0,0,1,0,3,6,0,1,240,5,Normal,130500
70,12155,Norm,1Fam,2Story,6,8,672,N,810,672,1482,0,0,2,0,4,7,0,1,400,3,Normal,140000
70,10440,Norm,1Fam,2Story,5,8,650,Y,958,581,1539,0,0,2,0,3,8,1,2,686,6,Normal,157500
80,9020,Norm,1Fam,SLvl,6,7,1127,Y,1165,0,1165,1,0,1,1,3,6,0,2,490,5,Normal,174900
90,8000,Artery,Duplex,1Story,5,4,1800,N,1800,0,1800,0,0,2,0,6,10,0,0,0,7,Normal,141000
50,12665,Artery,1Fam,1.5Fin,5,8,876,Y,876,540,1416,0,0,1,1,4,7,1,3,720,6,Normal,153900
85,16647,RRAe,1Fam,SFoyer,5,5,1390,Y,1701,0,1701,1,0,2,0,3,6,2,2,611,1,Normal,171000
60,9317,Norm,1Fam,2Story,7,5,740,Y,1006,769,1775,1,0,2,1,3,7,1,2,425,7,Normal,213000
20,15523,Norm,1Fam,1Story,5,6,864,Y,864,0,864,1,0,1,0,3,5,1,1,338,8,Normal,133500
50,45600,Norm,1Fam,1.5Fin,6,8,907,Y,1307,1051,2358,0,0,3,0,5,10,1,2,360,9,Normal,240000
80,9600,Feedr,1Fam,SLvl,6,7,528,Y,1094,761,1855,0,0,2,1,3,7,1,2,512,8,Normal,187000
120,4435,Norm,TwnhsE,1Story,6,5,848,Y,848,0,848,1,0,1,0,1,3,0,2,420,11,Normal,131500
120,3196,Norm,TwnhsE,1Story,8,5,1273,Y,1456,0,1456,0,0,2,0,2,7,1,2,400,5,Normal,215000
75,7128,Norm,1Fam,2.5Unf,7,5,918,Y,918,728,1646,0,0,2,0,4,7,2,1,240,8,Normal,164000
80,12095,Norm,1Fam,SLvl,6,6,1127,Y,1445,0,1445,0,0,1,1,3,7,1,2,645,8,Normal,158000
20,17920,Norm,1Fam,1Story,5,4,1763,Y,1779,0,1779,1,0,1,1,3,6,1,2,454,7,Abnorml,170000
20,6897,Norm,1Fam,1Story,5,8,1040,Y,1040,0,1040,1,0,1,1,3,6,0,1,260,4,Normal,127000
80,10970,Norm,1Fam,SLvl,6,6,940,Y,1026,0,1026,1,0,1,0,3,5,0,2,576,10,Normal,147000
60,8125,Norm,1Fam,2Story,6,5,702,Y,702,779,1481,0,0,2,1,3,6,1,2,343,3,Normal,174000
20,10400,Norm,1Fam,1Story,7,5,1090,Y,1370,0,1370,0,0,2,0,3,6,1,2,479,6,Family,152000
60,11029,PosA,1Fam,2Story,6,7,1054,Y,1512,1142,2654,1,0,2,1,4,9,1,2,619,8,Normal,250000
50,7642,Norm,1Fam,1.5Fin,7,8,912,Y,912,514,1426,0,0,1,1,3,7,1,1,216,6,Normal,189950
190,11625,Norm,2fmCon,1Story,5,4,1039,Y,1039,0,1039,1,0,1,1,3,6,0,2,504,4,Normal,131500
20,9672,Norm,1Fam,1Story,6,5,1040,Y,1097,0,1097,0,0,2,0,3,6,0,2,480,5,Normal,152000
20,7931,Norm,1Fam,1Story,5,5,1148,Y,1148,0,1148,1,0,1,0,3,6,0,1,672,7,Normal,132500
20,8640,Norm,1Fam,1Story,7,5,1372,Y,1372,0,1372,0,0,2,0,3,6,0,2,529,5,Partial,250580
20,8750,Norm,1Fam,1Story,5,6,1002,Y,1002,0,1002,1,0,1,0,3,5,0,2,902,8,Normal,148500
20,10656,Norm,1Fam,1Story,8,5,1638,Y,1646,0,1646,0,0,2,0,3,6,1,3,870,11,Partial,248900
20,6970,Feedr,1Fam,1Story,4,5,1040,Y,1120,0,1120,1,0,1,1,3,5,0,2,544,5,Normal,129000
60,14762,Feedr,1Fam,2Story,5,6,0,Y,1547,720,2320,0,0,2,0,2,7,1,2,672,5,Normal,169000
60,9938,Norm,1Fam,2Story,7,5,1050,Y,1062,887,1949,1,0,2,1,3,8,1,2,574,6,Normal,236000
20,6600,PosN,1Fam,1Story,5,5,894,N,894,0,894,0,0,1,0,2,5,0,1,308,8,Normal,109500
60,8750,Norm,1Fam,2Story,6,5,804,Y,804,878,1682,0,0,2,1,3,7,0,2,523,6,Normal,200500
20,8892,Norm,1Fam,1Story,5,7,105,Y,910,0,910,0,0,1,0,3,5,0,2,414,10,Normal,116000
40,12144,Norm,1Fam,1Story,5,7,832,Y,1036,0,1268,0,0,1,0,3,6,1,1,288,9,Normal,133000
50,5720,Artery,1Fam,1.5Fin,5,6,676,Y,676,455,1131,0,0,1,1,3,5,0,1,200,8,Abnorml,66500
60,9000,Norm,1Fam,2Story,8,5,1184,Y,1184,1426,2610,0,0,2,1,4,11,1,2,550,8,Partial,303477
